140.5625	55.68378214	0
102.5078125	58.88243001	0
103.015625	39.34164944	0
136.75	57.17844874	0
88.7265625	40.67222541	0
93.5703125	46.69811352	0
119.484375	48.76505927	0
130.3828125	39.84405561	0
107.25	52.62707834	0
107.2578125	39.49648839	0
142.078125	45.28807262	0
133.2578125	44.05824378	0
134.9609375	49.55432662	0
117.9453125	45.50657724	0
138.1796875	51.5244835	0
114.3671875	51.94571552	0
109.640625	49.01765217	0
100.8515625	51.74352161	0
136.09375	51.69100464	0
99.3671875	41.57220208	1
100.890625	51.89039446	0
105.4453125	41.13996851	0
95.8671875	42.05992212	0
117.3671875	53.90861351	0
106.6484375	56.36718209	0
112.71875	50.3012701	0
130.8515625	52.43285734	0
119.4375	52.87481531	0
123.2109375	51.07801208	0
102.6171875	49.69235371	0
110.109375	41.31816988	0
99.9140625	43.91949797	0
128.34375	52.17210664	0
142.0546875	53.87315957	0
121.1328125	47.6326062	0
102.328125	48.98040255	0
147.8359375	53.62263651	0
108.0390625	34.91024257	0
107.875	37.33065932	0
118.84375	45.9319193	0
138.4609375	48.91716569	0
116.203125	47.34586165	0
120.5546875	45.54990543	1
121.8828125	53.04267461	0
125.2109375	51.17519729	0
107.90625	48.08414459	0
106.28125	43.02178545	0
106.3359375	45.05002035	0
125.734375	52.65772207	0
113.546875	49.50029346	0
134.0390625	51.80045885	0
105.1171875	45.09202762	0
95.328125	44.66789069	0
119.3359375	47.506953	0
136.1875	51.95291588	0
112.859375	55.10625168	0
108.625	52.74614915	0
113.953125	49.2214161	0
141.96875	50.47089779	0
136.5	49.9327673	0
83.6796875	36.37928102	0
27.765625	28.66604164	1
135.859375	51.93727202	0
112.09375	48.81156969	0
126.8671875	53.1293191	0
117.5390625	47.73296528	0
143.0859375	49.92197464	0
101.296875	39.43395574	0
119.8984375	53.82550508	0
123.125	50.33124651	0
102.046875	48.79050551	0
119.4453125	53.14305702	0
128.515625	54.94585181	0
128.15625	46.89690113	0
115.6171875	40.29037592	0
136.7421875	44.39123754	0
135.265625	48.14390609	0
113.9609375	52.24736871	0
107.796875	45.6803362	0
124.5	57.35361802	0
119.296875	46.45417086	0
148.3828125	51.200757	0
109.4921875	53.2901838	0
112.125	46.30840906	0
128.7734375	45.80669555	0
140.265625	48.93721813	0
87.515625	51.76343189	0
132.140625	42.09582342	0
104.078125	45.24078107	0
122.6015625	53.79697654	0
114.28125	41.25396525	0
112.4375	38.2956733	0
23.625	29.94865398	1
94.5859375	35.77982308	1
137.2421875	46.45474042	0
123.53125	53.34878418	0
70.0234375	35.28067478	0
129.375	44.56841651	0
97.140625	47.77089438	0
101.96875	46.31632702	0
123.46875	45.47508547	1
103.5234375	45.72573893	0
107.9296875	50.58195448	0
113.6796875	42.79419017	0
96.6796875	41.39952702	0
130.109375	49.40509121	0
118.8203125	45.09771225	0
82.703125	38.00747447	0
